Name,accession,length,description,db_letters,db_entries,num_hits,hit1_name,hit1_length,hit1_accession,hit1_description,hit1_algorithm,hit1_raw_score,hit1_significance,hit1_bits,hit1_num_hsps,hit1_locus,hit2_name,hit2_length,hit2_accession,hit2_description,hit2_algorithm,hit2_raw_score,hit2_significance,hit2_bits,hit2_num_hsps,hit2_locus,hit3_name,hit3_length,hit3_accession,hit3_description,hit3_algorithm,hit3_raw_score,hit3_significance,hit3_bits,hit3_num_hsps,hit3_locus,hit4_name,hit4_length,hit4_accession,hit4_description,hit4_algorithm,hit4_raw_score,hit4_significance,hit4_bits,hit4_num_hsps,hit4_locus,hit5_name,hit5_length,hit5_accession,hit5_description,hit5_algorithm,hit5_raw_score,hit5_significance,hit5_bits,hit5_num_hsps,hit5_locus,hit6_name,hit6_length,hit6_accession,hit6_description,hit6_algorithm,hit6_raw_score,hit6_significance,hit6_bits,hit6_num_hsps,hit6_locus,hit7_name,hit7_length,hit7_accession,hit7_description,hit7_algorithm,hit7_raw_score,hit7_significance,hit7_bits,hit7_num_hsps,hit7_locus,hit8_name,hit8_length,hit8_accession,hit8_description,hit8_algorithm,hit8_raw_score,hit8_significance,hit8_bits,hit8_num_hsps,hit8_locus,hit9_name,hit9_length,hit9_accession,hit9_description,hit9_algorithm,hit9_raw_score,hit9_significance,hit9_bits,hit9_num_hsps,hit9_locus,hit10_name,hit10_length,hit10_accession,hit10_description,hit10_algorithm,hit10_raw_score,hit10_significance,hit10_bits,hit10_num_hsps,hit10_locus,hit11_name,hit11_length,hit11_accession,hit11_description,hit11_algorithm,hit11_raw_score,hit11_significance,hit11_bits,hit11_num_hsps,hit11_locus,hit12_name,hit12_length,hit12_accession,hit12_description,hit12_algorithm,hit12_raw_score,hit12_significance,hit12_bits,hit12_num_hsps,hit12_locus,hit13_name,hit13_length,hit13_accession,hit13_description,hit13_algorithm,hit13_raw_score,hit13_significance,hit13_bits,hit13_num_hsps,hit13_locus,hit14_name,hit14_length,hit14_accession,hit14_description,hit14_algorithm,hit14_raw_score,hit14_significance,hit14_bits,hit14_num_hsps,hit14_locus,hit15_name,hit15_length,hit15_accession,hit15_description,hit15_algorithm,hit15_raw_score,hit15_significance,hit15_bits,hit15_num_hsps,hit15_locus,hit16_name,hit16_length,hit16_accession,hit16_description,hit16_algorithm,hit16_raw_score,hit16_significance,hit16_bits,hit16_num_hsps,hit16_locus
039257_203,039257_203,136,,2147483647,10243453,20,gb|FJ033701.1|,138,FJ033701,"Uncultured bacterium clone U000002584 16S rib",BLASTN,270,2e-69,270,1,,gb|FJ033032.1|,138,FJ033032,"Uncultured bacterium clone U000000514 16S rib",BLASTN,262,4e-67,262,1,,gb|GQ898691.1|,1494,GQ898691,"Uncultured bacterium clone S4-25 16S ribosoma",BLASTN,254,1e-64,254,1,,gb|GQ898526.1|,1498,GQ898526,"Uncultured bacterium clone S3-46 16S ribosoma",BLASTN,254,1e-64,254,1,,gb|GQ897835.1|,1490,GQ897835,"Uncultured bacterium clone A3-138 16S ribosom",BLASTN,254,1e-64,254,1,,gb|GQ920790.1|,1471,GQ920790,"Eubacteriaceae bacterium PEH A 16S ribosomal ",BLASTN,254,1e-64,254,1,,emb|FP082881.1|,1001,FP082881,"16S rDNA sequence amplified from human fecal ",BLASTN,254,1e-64,254,1,,emb|FP076459.1|,1002,FP076459,"16S rDNA sequence amplified from human fecal ",BLASTN,254,1e-64,254,1,,emb|FP076339.1|,1002,FP076339,"16S rDNA sequence amplified from human fecal ",BLASTN,254,1e-64,254,1,,emb|FP082207.1|,990,FP082207,"16S rDNA sequence amplified from human fecal ",BLASTN,254,1e-64,254,1,,emb|FP081983.1|,0,FP081983,"16S rDNA sequence amplified from human fecal ",BLASTN,254,1e-64,,0,,emb|FP081957.1|,0,FP081957,"16S rDNA sequence amplified from human fecal ",BLASTN,254,1e-64,,0,,emb|FP080987.1|,0,FP080987,"16S rDNA sequence amplified from human fecal ",BLASTN,254,1e-64,,0,,emb|FP080671.1|,0,FP080671,"16S rDNA sequence amplified from human fecal ",BLASTN,254,1e-64,,0,,emb|FP080159.1|,0,FP080159,"16S rDNA sequence amplified from human fecal ",BLASTN,254,1e-64,,0,,emb|FP080086.1|,0,FP080086,"16S rDNA sequence amplified from human fecal ",BLASTN,254,1e-64,,0,
029397_223,029397_223,136,,2147483647,10243453,20,gb|EF697978.1|,617,EF697978,"Uncultured Lachnospiraceae bacterium clone MS",BLASTN,232,4e-58,232,1,,gb|FJ371419.1|,1380,FJ371419,"Uncultured bacterium clone TS6_a04g03 16S rib",BLASTN,224,9e-56,224,1,,gb|FJ371368.1|,1343,FJ371368,"Uncultured bacterium clone TS6_a04b05 16S rib",BLASTN,224,9e-56,224,1,,gb|FJ371254.1|,1363,FJ371254,"Uncultured bacterium clone TS6_a02g08 16S rib",BLASTN,224,9e-56,224,1,,gb|FJ371236.1|,1266,FJ371236,"Uncultured bacterium clone TS6_a02e08 16S rib",BLASTN,224,9e-56,224,1,,gb|FJ371141.1|,1343,FJ371141,"Uncultured bacterium clone TS6_a01d10 16S rib",BLASTN,224,9e-56,224,1,,gb|FJ367889.1|,1344,FJ367889,"Uncultured bacterium clone TS2_a04g05 16S rib",BLASTN,224,9e-56,224,1,,gb|FJ367803.1|,1343,FJ367803,"Uncultured bacterium clone TS2_a03g05 16S rib",BLASTN,224,9e-56,224,1,,gb|FJ367751.1|,767,FJ367751,"Uncultured bacterium clone TS2_a03b10 16S rib",BLASTN,224,9e-56,224,1,,gb|FJ367642.1|,1345,FJ367642,"Uncultured bacterium clone TS2_a01h03 16S rib",BLASTN,224,9e-56,224,1,,gb|FJ367598.1|,0,FJ367598,"Uncultured bacterium clone TS2_a01d06 16S rib",BLASTN,224,9e-56,,0,,gb|FJ367576.1|,0,FJ367576,"Uncultured bacterium clone TS2_a01b08 16S rib",BLASTN,224,9e-56,,0,,gb|FJ367309.1|,0,FJ367309,"Uncultured bacterium clone TS29_a02a04 16S ri",BLASTN,224,9e-56,,0,,gb|FJ367225.1|,0,FJ367225,"Uncultured bacterium clone TS29_a01a05 16S ri",BLASTN,224,9e-56,,0,,gb|FJ367195.1|,0,FJ367195,"Uncultured bacterium clone TS28_a04f05 16S ri",BLASTN,224,9e-56,,0,,gb|FJ367150.1|,0,FJ367150,"Uncultured bacterium clone TS28_a04b02 16S ri",BLASTN,224,9e-56,,0,
037817_231,037817_231,136,,2147483647,10243453,20,gb|FJ369047.1|,1345,FJ369047,"Uncultured bacterium clone TS4_a03f04 16S rib",BLASTN,254,1e-64,254,1,,gb|EU009793.1|,1457,EU009793,"Uncultured bacterium clone WTB_AA48 16S ribos",BLASTN,254,1e-64,254,1,,emb|AM278898.2|,1617,AM278898,"Uncultured bacterium partial 16S rRNA gene, c",BLASTN,254,1e-64,254,1,,gb|AY850448.1|,1230,AY850448,"Uncultured bacterium clone Adhufec50ml 16S ri",BLASTN,254,1e-64,254,1,,emb|FP076699.1|,1002,FP076699,"16S rDNA sequence amplified from human fecal ",BLASTN,252,4e-64,252,1,,gb|GQ300447.1|,657,GQ300447,"Uncultured bacterium clone 16saw69-3f04.w2k 1",BLASTN,238,6e-60,238,1,,gb|GQ300446.1|,657,GQ300446,"Uncultured bacterium clone 16saw69-2c08.w2k 1",BLASTN,238,6e-60,238,1,,gb|GQ300445.1|,658,GQ300445,"Uncultured bacterium clone 16saw69-2a07.w2k 1",BLASTN,238,6e-60,238,1,,gb|GQ300217.1|,665,GQ300217,"Uncultured bacterium clone 16saw68-3b09.w2k 1",BLASTN,238,6e-60,238,1,,gb|GQ300216.1|,665,GQ300216,"Uncultured bacterium clone 16saw68-3c11.w2k 1",BLASTN,238,6e-60,238,1,,gb|GQ300215.1|,0,GQ300215,"Uncultured bacterium clone 16saw68-1c12.w2k 1",BLASTN,238,6e-60,,0,,gb|GQ299241.1|,0,GQ299241,"Uncultured bacterium clone 16saw79-3f07.w2ka ",BLASTN,238,6e-60,,0,,gb|GQ299240.1|,0,GQ299240,"Uncultured bacterium clone 16saw79-1f03.w2ka ",BLASTN,238,6e-60,,0,,gb|GQ298933.1|,0,GQ298933,"Uncultured bacterium clone 16saw81-1h09.w2k 1",BLASTN,238,6e-60,,0,,gb|GQ298932.1|,0,GQ298932,"Uncultured bacterium clone 16saw81-1b10.w2k 1",BLASTN,238,6e-60,,0,,gb|GQ297830.1|,0,GQ297830,"Uncultured bacterium clone 16saw63-2a05.w2k 1",BLASTN,238,6e-60,,0,
016210_239,016210_239,137,,2147483647,10243453,20,gb|FJ835205.1|,775,FJ835205,"Uncultured bacterium clone YO00367G06 16S rib",BLASTN,232,4e-58,232,1,,gb|FJ835048.1|,771,FJ835048,"Uncultured bacterium clone YO00365B02 16S rib",BLASTN,232,4e-58,232,1,,gb|FJ834754.1|,807,FJ834754,"Uncultured bacterium clone YO00362G08 16S rib",BLASTN,224,9e-56,224,1,,emb|AM405167.2|,1486,AM405167,"Uncultured bacterium partial 16S rRNA gene, c",BLASTN,224,9e-56,224,1,,gb|EF436376.1|,1486,EF436376,"Uncultured rumen bacterium clone BRC90 16S ri",BLASTN,204,8e-50,204,1,,dbj|AB034030.1|,1516,AB034030,"Uncultured rumen bacterium 4C0d-17 gene for 1",BLASTN,204,8e-50,204,1,,gb|EU156149.1|,1468,EU156149,"Uncultured Clostridiaceae bacterium clone pCO",BLASTN,202,3e-49,202,1,,gb|EU474955.1|,1384,EU474955,"Uncultured bacterium clone RRH_aaa03d09 16S r",BLASTN,188,5e-45,188,1,,emb|FM205986.1|,371,FM205986,"Uncultured bacterium partial 16S rRNA gene, c",BLASTN,172,3e-40,172,1,,gb|EU777080.1|,1339,EU777080,"Uncultured bacterium clone OK3_h02_2 16S ribo",BLASTN,168,5e-39,168,1,,gb|EU465597.1|,0,EU465597,"Uncultured bacterium clone AS1_aao39a07.Conti",BLASTN,168,5e-39,,0,,gb|EU465559.1|,0,EU465559,"Uncultured bacterium clone AS1_aao37f11.Conti",BLASTN,168,5e-39,,0,,gb|FJ372159.1|,0,FJ372159,"Uncultured bacterium clone TS9_a02d07 16S rib",BLASTN,165,7e-38,,0,,gb|EU464266.1|,0,EU464266,"Uncultured bacterium clone AFBAB_aai01d07 16S",BLASTN,165,7e-38,,0,,gb|EU464209.1|,0,EU464209,"Uncultured bacterium clone gir_aah96b12 16S r",BLASTN,165,7e-38,,0,,gb|AY976790.1|,0,AY976790,"Uncultured bacterium clone K401 16S ribosomal",BLASTN,165,7e-38,,0,
073271_188,073271_188,133,,2147483647,10243453,20,gb|DQ808998.1|,1391,DQ808998,"Uncultured bacterium clone RL243_aai88a05 16S",BLASTN,264,1e-67,264,1,,gb|AY471694.1|,533,AY471694,"Uncultured bacterium clone Adhufec014rbh 16S ",BLASTN,252,4e-64,252,1,,gb|FJ881178.1|,1493,FJ881178,"Uncultured bacterium clone R-8165 16S ribosom",BLASTN,248,6e-63,248,1,,gb|FJ880264.1|,1492,FJ880264,"Uncultured bacterium clone R-8868 16S ribosom",BLASTN,248,6e-63,248,1,,gb|FJ879786.1|,1493,FJ879786,"Uncultured bacterium clone R-9408 16S ribosom",BLASTN,248,6e-63,248,1,,gb|FJ881346.1|,1486,FJ881346,"Uncultured bacterium clone R-9829 16S ribosom",BLASTN,232,4e-58,232,1,,gb|FJ881339.1|,1487,FJ881339,"Uncultured bacterium clone R-9822 16S ribosom",BLASTN,232,4e-58,232,1,,gb|FJ880928.1|,1493,FJ880928,"Uncultured bacterium clone R-7601 16S ribosom",BLASTN,232,4e-58,232,1,,gb|FJ880790.1|,1494,FJ880790,"Uncultured bacterium clone R-6627 16S ribosom",BLASTN,232,4e-58,232,1,,gb|FJ880524.1|,1493,FJ880524,"Uncultured bacterium clone R-8116 16S ribosom",BLASTN,232,4e-58,232,1,,gb|FJ878972.1|,0,FJ878972,"Uncultured bacterium clone R-9173 16S ribosom",BLASTN,232,4e-58,,0,,emb|AM884062.1|,0,AM884062,"Uncultured rumen bacterium partial 16S rRNA g",BLASTN,232,4e-58,,0,,gb|DQ815478.1|,0,DQ815478,"Uncultured bacterium clone aab41c09 16S ribos",BLASTN,232,4e-58,,0,,emb|FP082249.1|,0,FP082249,"16S rDNA sequence amplified from human fecal ",BLASTN,224,9e-56,,0,,gb|FJ880059.1|,0,FJ880059,"Uncultured bacterium clone R-6494 16S ribosom",BLASTN,216,2e-53,,0,,gb|EU460975.1|,0,EU460975,"Uncultured bacterium clone KO1_aai41d07 16S r",BLASTN,216,2e-53,,0,
043915_183,043915_183,133,,2147483647,10243453,20,gb|GQ175486.1|,1435,GQ175486,"Uncultured bacterium clone cc_200 16S ribosom",BLASTN,246,2e-62,246,1,,gb|GQ175469.1|,1435,GQ175469,"Uncultured bacterium clone cc_167 16S ribosom",BLASTN,246,2e-62,246,1,,gb|GQ175454.1|,1435,GQ175454,"Uncultured bacterium clone cc_136 16S ribosom",BLASTN,246,2e-62,246,1,,gb|GQ175444.1|,1449,GQ175444,"Uncultured bacterium clone cc_117 16S ribosom",BLASTN,246,2e-62,246,1,,gb|GQ175438.1|,1437,GQ175438,"Uncultured bacterium clone cc_108 16S ribosom",BLASTN,246,2e-62,246,1,,gb|GQ175420.1|,1435,GQ175420,"Uncultured bacterium clone cc_83 16S ribosoma",BLASTN,246,2e-62,246,1,,gb|GQ175416.1|,1435,GQ175416,"Uncultured bacterium clone cc_75 16S ribosoma",BLASTN,246,2e-62,246,1,,gb|GQ175399.1|,1431,GQ175399,"Uncultured bacterium clone cc_46 16S ribosoma",BLASTN,246,2e-62,246,1,,gb|GQ175395.1|,1437,GQ175395,"Uncultured bacterium clone cc_41 16S ribosoma",BLASTN,246,2e-62,246,1,,gb|GQ175392.1|,1435,GQ175392,"Uncultured bacterium clone cc_38 16S ribosoma",BLASTN,246,2e-62,246,1,,gb|GQ175391.1|,0,GQ175391,"Uncultured bacterium clone cc_37 16S ribosoma",BLASTN,246,2e-62,,0,,gb|GQ175383.1|,0,GQ175383,"Uncultured bacterium clone cc_26 16S ribosoma",BLASTN,246,2e-62,,0,,gb|GQ175373.1|,0,GQ175373,"Uncultured bacterium clone cc_12 16S ribosoma",BLASTN,246,2e-62,,0,,gb|GQ175372.1|,0,GQ175372,"Uncultured bacterium clone cc_11 16S ribosoma",BLASTN,246,2e-62,,0,,gb|GQ175367.1|,0,GQ175367,"Uncultured bacterium clone cc_3 16S ribosomal",BLASTN,246,2e-62,,0,,gb|DQ456426.2|,0,DQ456426,"Uncultured bacterium clone CFT214F3 16S ribos",BLASTN,246,2e-62,,0,
065361_189,065361_189,135,,2147483647,10243453,20,gb|EF697739.1|,710,EF697739,"Uncultured Lachnospiraceae bacterium clone MS",BLASTN,236,2e-59,236,1,,gb|EF697675.1|,681,EF697675,"Uncultured Lachnospiraceae bacterium clone MS",BLASTN,236,2e-59,236,1,,gb|EF697602.1|,695,EF697602,"Uncultured Lachnospiraceae bacterium clone MS",BLASTN,236,2e-59,236,1,,gb|EU463774.1|,1387,EU463774,"Uncultured bacterium clone horsej_aai92f03 16",BLASTN,228,6e-57,228,1,,gb|EF697725.1|,696,EF697725,"Uncultured Lachnospiraceae bacterium clone MS",BLASTN,228,6e-57,228,1,,emb|FP075655.1|,995,FP075655,"16S rDNA sequence amplified from human fecal ",BLASTN,220,1e-54,220,1,,gb|GQ257672.1|,172,GQ257672,"Uncultured bacterium clone PACOL4_13 16S ribo",BLASTN,220,1e-54,220,1,,gb|FJ424331.1|,506,FJ424331,"Uncultured bacterium clone E20-1 16S ribosoma",BLASTN,220,1e-54,220,1,,gb|EU844046.1|,855,EU844046,"Uncultured bacterium clone 1103200819990 16S ",BLASTN,220,1e-54,220,1,,gb|EU843382.1|,1389,EU843382,"Uncultured bacterium clone 1103200827528 16S ",BLASTN,220,1e-54,220,1,,gb|EU842284.1|,0,EU842284,"Uncultured bacterium clone 1103200819752 16S ",BLASTN,220,1e-54,,0,,gb|EU461213.1|,0,EU461213,"Uncultured bacterium clone BAZ_aah90f09 16S r",BLASTN,220,1e-54,,0,,emb|FP082703.1|,0,FP082703,"16S rDNA sequence amplified from human fecal ",BLASTN,218,5e-54,,0,,gb|GQ453632.1|,0,GQ453632,"Uncultured bacterium clone 822_10_pH7 16S rib",BLASTN,212,3e-52,,0,,gb|GQ453624.1|,0,GQ453624,"Uncultured bacterium clone 828_38_pH6.2 16S r",BLASTN,212,3e-52,,0,,emb|FP076995.1|,0,FP076995,"16S rDNA sequence amplified from human fecal ",BLASTN,212,3e-52,,0,
020703_219,020703_219,138,,2147483647,10243453,20,gb|GQ296577.1|,629,GQ296577,"Uncultured bacterium clone 16saw58-3h01.w2k 1",BLASTN,258,6e-66,258,1,,gb|FJ881171.1|,1488,FJ881171,"Uncultured bacterium clone R-8158 16S ribosom",BLASTN,258,6e-66,258,1,,gb|FJ880715.1|,1489,FJ880715,"Uncultured bacterium clone R-9770 16S ribosom",BLASTN,258,6e-66,258,1,,gb|FJ838009.1|,815,FJ838009,"Uncultured bacterium clone YO00279E07 16S rib",BLASTN,258,6e-66,258,1,,gb|EU509962.1|,1396,EU509962,"Uncultured bacterium clone WD11_aak24d08 16S ",BLASTN,258,6e-66,258,1,,gb|EU506648.1|,1401,EU506648,"Uncultured bacterium clone MD20_aap53h08 16S ",BLASTN,258,6e-66,258,1,,gb|EU503821.1|,1392,EU503821,"Uncultured bacterium clone CRWD4_aaa01b04 16S",BLASTN,258,6e-66,258,1,,gb|EF701950.1|,695,EF701950,"Uncultured Lachnospiraceae bacterium clone MS",BLASTN,258,6e-66,258,1,,gb|AY668924.2|,567,AY668924,"Uncultured bacterium clone abc50c11.x1 16S ri",BLASTN,258,6e-66,258,1,,gb|DQ815777.1|,1438,DQ815777,"Uncultured bacterium clone aab22b10 16S ribos",BLASTN,258,6e-66,258,1,,gb|AY993721.1|,0,AY993721,"Uncultured bacterium clone C15_H15 16S riboso",BLASTN,258,6e-66,,0,,gb|AY993149.1|,0,AY993149,"Uncultured bacterium clone C21_g07 16S riboso",BLASTN,258,6e-66,,0,,gb|FJ881275.1|,0,FJ881275,"Uncultured bacterium clone R-8270 16S ribosom",BLASTN,250,2e-63,,0,,gb|FJ881257.1|,0,FJ881257,"Uncultured bacterium clone R-8252 16S ribosom",BLASTN,250,2e-63,,0,,gb|FJ881243.1|,0,FJ881243,"Uncultured bacterium clone R-8235 16S ribosom",BLASTN,250,2e-63,,0,,gb|EU871413.1|,0,EU871413,"Uncultured rumen bacterium clone CF386 16S ri",BLASTN,250,2e-63,,0,
069678_180,069678_180,134,,2147483647,10243453,20,emb|AM229555.1|,169,AM229555,"Uncultured bacterium partial 16S rRNA gene, c",BLASTN,242,4e-61,242,1,,gb|FJ365956.1|,779,FJ365956,"Uncultured bacterium clone TS25_a01b03 16S ri",BLASTN,226,2e-56,226,1,,gb|AF371742.1|,1440,AF371742,"Uncultured bacterium clone p-417-o3 16S ribos",BLASTN,226,2e-56,226,1,,gb|EU767291.1|,1350,EU767291,"Uncultured bacterium clone C2_175 16S small s",BLASTN,218,5e-54,218,1,,gb|EU460972.1|,1289,EU460972,"Uncultured bacterium clone KO1_aai41d02 16S r",BLASTN,218,5e-54,218,1,,emb|AJ852247.1|,855,AJ852247,"Uncultured bacterium partial 16S rRNA gene, c",BLASTN,218,5e-54,218,1,,dbj|AB088966.2|,1526,AB088966,"Uncultured Clostridiaceae bacterium gene for ",BLASTN,218,5e-54,218,1,,emb|FP075655.1|,995,FP075655,"16S rDNA sequence amplified from human fecal ",BLASTN,210,1e-51,210,1,,gb|EU461213.1|,1290,EU461213,"Uncultured bacterium clone BAZ_aah90f09 16S r",BLASTN,210,1e-51,210,1,,dbj|AB234469.1|,1493,AB234469,"Uncultured Clostridiales bacterium gene for 1",BLASTN,210,1e-51,210,1,,emb|FP082726.1|,0,FP082726,"16S rDNA sequence amplified from human fecal ",BLASTN,202,3e-49,,0,,gb|DQ793777.1|,0,DQ793777,"Uncultured bacterium clone RL176_aah43b04 16S",BLASTN,202,3e-49,,0,,emb|CU921134.1|,0,CU921134,"Uncultured Firmicutes bacterium 16S rRNA gene",BLASTN,200,1e-48,,0,,gb|EF705115.1|,0,EF705115,"Uncultured Lachnospiraceae bacterium clone MS",BLASTN,200,1e-48,,0,,gb|EF071444.1|,0,EF071444,"Uncultured Firmicutes bacterium clone M0035_0",BLASTN,200,1e-48,,0,,emb|CU919465.1|,0,CU919465,"Uncultured Firmicutes bacterium 16S rRNA gene",BLASTN,196,2e-47,,0,
056471_201,056471_201,132,,2147483647,10243453,20,gb|FJ390825.1|,787,FJ390825,"Uncultured bacterium clone Ontario1523 16S ri",BLASTN,210,1e-51,210,1,,gb|EF706548.1|,697,EF706548,"Uncultured Lachnospiraceae bacterium clone MS",BLASTN,210,1e-51,210,1,,gb|DQ456225.1|,1458,DQ456225,"Uncultured bacterium clone CFT29H2 16S riboso",BLASTN,210,1e-51,210,1,,gb|DQ327036.1|,1352,DQ327036,"Uncultured bacterium clone E542 16S ribosomal",BLASTN,210,1e-51,210,1,,emb|FP085348.1|,1004,FP085348,"16S rDNA sequence amplified from human fecal ",BLASTN,208,5e-51,208,1,,gb|GQ877442.1|,871,GQ877442,"Uncultured organism clone VC1AM52TR genomic s",BLASTN,202,3e-49,202,1,,emb|FP080044.1|,999,FP080044,"16S rDNA sequence amplified from human fecal ",BLASTN,202,3e-49,202,1,,gb|FJ454031.1|,704,FJ454031,"Uncultured bacterium clone gb1_HZ1F11 16S rib",BLASTN,202,3e-49,202,1,,gb|FJ390813.1|,772,FJ390813,"Uncultured bacterium clone Ontario1472 16S ri",BLASTN,202,3e-49,202,1,,gb|FJ390775.1|,770,FJ390775,"Uncultured bacterium clone Ontario1352 16S ri",BLASTN,202,3e-49,202,1,,gb|EU459433.1|,0,EU459433,"Uncultured bacterium clone CE3_aai08f11 16S r",BLASTN,202,3e-49,,0,,gb|EU533085.1|,0,EU533085,"Uncultured bacterium clone FMFR5_582 16S ribo",BLASTN,202,3e-49,,0,,gb|EU533076.1|,0,EU533076,"Uncultured bacterium clone FMFR5_511 16S ribo",BLASTN,202,3e-49,,0,,gb|EU531957.1|,0,EU531957,"Uncultured bacterium clone FMFRc10_466 16S ri",BLASTN,202,3e-49,,0,,gb|EF706460.1|,0,EF706460,"Uncultured Lachnospiraceae bacterium clone MS",BLASTN,202,3e-49,,0,,gb|EF703365.1|,0,EF703365,"Uncultured Lachnospiraceae bacterium clone MS",BLASTN,202,3e-49,,0,
057807_188,057807_188,137,,2147483647,10243453,20,gb|FJ031942.1|,403,FJ031942,"Uncultured bacterium clone Mol-71 16S ribosom",BLASTN,230,1e-57,230,1,,gb|EU873933.1|,558,EU873933,"Uncultured organism clone Turk_fec72 genomic ",BLASTN,230,1e-57,230,1,,gb|EF704429.1|,661,EF704429,"Uncultured Lachnospiraceae bacterium clone MS",BLASTN,230,1e-57,230,1,,gb|EF704383.1|,664,EF704383,"Uncultured Lachnospiraceae bacterium clone MS",BLASTN,230,1e-57,230,1,,gb|EF704365.1|,731,EF704365,"Uncultured Lachnospiraceae bacterium clone MS",BLASTN,230,1e-57,230,1,,gb|EF704350.1|,549,EF704350,"Uncultured Lachnospiraceae bacterium clone MS",BLASTN,230,1e-57,230,1,,gb|EF704332.1|,727,EF704332,"Uncultured Lachnospiraceae bacterium clone MS",BLASTN,230,1e-57,230,1,,gb|EF704323.1|,732,EF704323,"Uncultured Lachnospiraceae bacterium clone MS",BLASTN,230,1e-57,230,1,,gb|EF704313.1|,677,EF704313,"Uncultured Lachnospiraceae bacterium clone MS",BLASTN,230,1e-57,230,1,,gb|EF704285.1|,707,EF704285,"Uncultured Lachnospiraceae bacterium clone MS",BLASTN,230,1e-57,230,1,,gb|EF704270.1|,0,EF704270,"Uncultured Lachnospiraceae bacterium clone MS",BLASTN,230,1e-57,,0,,gb|EF703162.1|,0,EF703162,"Uncultured Lachnospiraceae bacterium clone MS",BLASTN,230,1e-57,,0,,gb|EF703089.1|,0,EF703089,"Uncultured Lachnospiraceae bacterium clone MS",BLASTN,230,1e-57,,0,,gb|EF707697.1|,0,EF707697,"Uncultured Lachnospiraceae bacterium clone MS",BLASTN,230,1e-57,,0,,gb|EF071375.1|,0,EF071375,"Uncultured Firmicutes bacterium clone M0027_0",BLASTN,230,1e-57,,0,,gb|AF376400.1|,0,AF376400,"Uncultured bacterium ckncm167-F3M.2D1 16S rib",BLASTN,230,1e-57,,0,
080821_232,080821_232,135,,2147483647,10243453,20,gb|GQ898691.1|,1494,GQ898691,"Uncultured bacterium clone S4-25 16S ribosoma",BLASTN,238,6e-60,238,1,,gb|GQ898551.1|,1496,GQ898551,"Uncultured bacterium clone S3-75 16S ribosoma",BLASTN,238,6e-60,238,1,,gb|GQ898526.1|,1498,GQ898526,"Uncultured bacterium clone S3-46 16S ribosoma",BLASTN,238,6e-60,238,1,,gb|GQ897835.1|,1490,GQ897835,"Uncultured bacterium clone A3-138 16S ribosom",BLASTN,238,6e-60,238,1,,gb|GQ920790.1|,1471,GQ920790,"Eubacteriaceae bacterium PEH A 16S ribosomal ",BLASTN,238,6e-60,238,1,,gb|GQ871721.1|,1492,GQ871721,"Uncultured bacterium clone ML18 16S ribosomal",BLASTN,238,6e-60,238,1,,emb|FP082881.1|,1001,FP082881,"16S rDNA sequence amplified from human fecal ",BLASTN,238,6e-60,238,1,,emb|FP076459.1|,1002,FP076459,"16S rDNA sequence amplified from human fecal ",BLASTN,238,6e-60,238,1,,emb|FP076339.1|,1002,FP076339,"16S rDNA sequence amplified from human fecal ",BLASTN,238,6e-60,238,1,,emb|FP082207.1|,990,FP082207,"16S rDNA sequence amplified from human fecal ",BLASTN,238,6e-60,238,1,,emb|FP081983.1|,0,FP081983,"16S rDNA sequence amplified from human fecal ",BLASTN,238,6e-60,,0,,emb|FP081957.1|,0,FP081957,"16S rDNA sequence amplified from human fecal ",BLASTN,238,6e-60,,0,,emb|FP080987.1|,0,FP080987,"16S rDNA sequence amplified from human fecal ",BLASTN,238,6e-60,,0,,emb|FP080696.1|,0,FP080696,"16S rDNA sequence amplified from human fecal ",BLASTN,238,6e-60,,0,,emb|FP080671.1|,0,FP080671,"16S rDNA sequence amplified from human fecal ",BLASTN,238,6e-60,,0,,emb|FP080159.1|,0,FP080159,"16S rDNA sequence amplified from human fecal ",BLASTN,238,6e-60,,0,
